TakingPill AcX AcY AcZ GyX GyY GyZ
1 8924 -13728 -4416 -14298 1707 729
1 2740 -14212 -12408 -10968 5087 1620
1 4116 -13268 -9332 -6834 -170 1427
1 4560 -13980 -9480 -7345 1879 524
1 2960 -12464 -13212 -5156 925 1209
1 5528 -12620 -8952 -4277 1789 887
1 1996 -15092 -11004 -1385 655 254
1 3708 -11268 -13572 -7220 1365 402
1 2428 -10640 -11072 -6882 823 1284
1 5176 -7148 -15708 -12131 2151 938
1 2816 -10020 -13736 -14035 944 -428
1 3992 -6244 -15856 -14103 -2037 438
1 3856 -6748 -14632 -17936 1058 1743
1 2528 -5360 -17372 -13932 -1075 573
1 1988 -4812 -15388 -11237 3919 3278
1 2660 -2800 -18544 -10918 1879 3060
1 5008 -2160 -15748 -5079 800 2762
1 2672 -1892 -17600 -708 173 -1623
0 4072 -848 -18100 -424 909 -48
0 4448 -416 -17648 -1542 924 69
0 4728 544 -17768 -1134 359 -2133
0 3732 -1088 -17968 -1907 -554 -1306
0 4344 -1112 -16932 -1462 -1165 66
0 2880 -1012 -18508 -2362 -1295 237
0 4400 8 -16432 -3887 -760 242
0 3272 876 -17428 -2606 -1437 448
0 3504 680 -16140 -2068 -270 489
0 4512 1164 -17544 -1351 -44 -1692
0 3480 716 -16260 -652 -328 66
0 3936 988 -17576 -898 465 -1520
0 3224 1420 -17316 895 -40 -1349
0 3256 380 -17552 2331 -405 -1896
0 2800 -520 -17916 4105 -1085 -2276
0 3768 -136 -17880 5974 -2959 -1288
0 2644 -1848 -15304 5277 -437 -1893
0 2640 -1308 -19572 8293 -4014 -1183
0 2996 -3176 -17924 6523 -1428 -3280
0 264 -5336 -16148 11648 -1215 -1390
0 3956 -3956 -17748 7436 -510 -1951
1 1688 -6000 -15744 8731 -2757 881
1 1040 -7056 -16116 8879 -236 -1371
1 3416 -7672 -14628 13635 -2625 -3041
1 1488 -10120 -14668 13709 -2337 -2290
1 4532 -11996 -13528 17733 -4120 -2560
1 2364 -11700 -13204 17287 -2437 -2890
1 2192 -13700 -10704 13520 -1852 1664
1 2784 -12280 -9888 14664 -1988 -1021
1 2116 -14184 -6368 10152 -1446 794
1 -840 -17380 -11420 7288 -1318 -37
1 -1176 -15660 -4676 -301 -285 4789
1 8244 -9056 -3252 6010 -2003 -3114
1 -9160 -25476 -8036 -1684 3040 356
1 756 -15104 -3500 -1564 1063 3417
1 5160 -11232 -1300 5380 -1246 -3620
1 -7460 -26148 -2556 3266 -1729 794
1 508 -14920 -1812 2300 -1978 4081
1 3156 -12804 -2376 12385 -4424 -4859
1 -7236 -25968 -1216 5569 -4351 1418
1 996 -13100 -1684 -1669 -1314 5049
1 5836 -9208 -352 3519 -2214 -6052
1 -11072 -31592 -848 -1757 -1057 3264
1 -308 -15104 -3692 -4392 1839 1452
1 4548 -10852 -2408 -924 -26 -1703
1 -8836 -28612 -436 -1242 481 698
1 -4260 -16476 -5504 -6062 2374 2781
1 7756 -8120 -2844 -176 -1277 -4216
1 -14460 -32768 -4512 -4516 3645 -510
1 3200 -11572 -5244 -4265 -47 7086
1 2840 -10916 -3836 -1043 1162 -5209
1 -3828 -24116 -7908 -3264 2961 475
1 1640 -13576 -3612 -4682 1496 3491
1 3140 -12068 -5792 -7589 3813 -2794
1 -2608 -19400 -5556 -8406 5854 -1342
1 1288 -13740 -6236 -8219 3839 3055
1 3480 -11704 -7596 -10238 4078 -2048
1 4 -14992 -8408 -11028 5449 -3315
1 2188 -13124 -7956 -18678 8018 -734
1 -300 -13160 -14224 -19192 3155 -413
1 4320 -8940 -12652 -22590 3730 -853
1 4036 -9924 -15380 -24184 1632 -754
1 2652 -8612 -14360 -20845 2881 2137
1 4076 -5832 -16224 -15859 604 704
1 2108 -4664 -16908 -11425 1899 933
0 2020 -4512 -17696 -8467 4149 -2317
0 4924 -324 -13700 -6647 1598 17
0 1968 -2084 -17188 -6078 -57 164
0 4640 8 -16684 -7857 1760 673
0 4288 -184 -15976 -5588 -577 335
0 3420 208 -16436 -5167 1772 735
0 4644 1072 -18648 -4166 764 1653
0 4116 1572 -18160 -3287 543 106
0 3672 1520 -17828 -1693 -860 693
0 3832 2380 -16492 867 -836 -468
0 3636 2292 -16308 1410 -441 -723
0 2092 724 -17864 1625 -268 -610
0 5104 2196 -17492 724 -1033 661
0 3400 472 -16980 35 -110 -986
0 4676 1468 -17356 669 -306 -458
0 3600 60 -17112 -32 522 -1901
0 3352 888 -17268 594 385 -801
0 3508 480 -17360 2318 -117 -477
0 3320 -452 -17548 5792 -1714 -389
0 4372 144 -16548 7731 -2260 -80
0 4120 -420 -19104 6143 -2697 -684
0 1512 -3264 -18800 3577 -1113 -2248
0 2820 -2516 -15996 2072 -1826 155
0 2264 -3636 -15904 7686 -1600 -938
0 6164 -4672 -13984 8577 698 -1536
0 1568 -4300 -18216 11671 -2582 -1779
0 2712 -7280 -16716 10456 -2895 -4291
0 2068 -6628 -17196 8629 -5717 -1260
1 -144 -9392 -14916 7257 -1196 -725
1 2836 -8412 -14500 6481 -2765 1376
1 916 -10176 -14156 10074 176 1749
1 2184 -10636 -13820 11535 -1896 -33
1 948 -12764 -13156 14770 -967 -1193
1 2492 -12012 -10872 16654 -1079 -2984
1 612 -14688 -8884 12564 -1616 116
1 4260 -11760 -9540 16148 -5102 -3520
1 756 -14792 -5580 11411 -2744 -2968
1 1424 -15204 -8684 7233 -1594 1168
1 1408 -16492 -3788 7185 -245 -147
1 680 -16124 -4244 4252 60 1647
1 4920 -14152 -1852 2948 111 -910
1 312 -17428 -5488 791 2880 653
1 -596 -17088 -3052 5931 -3082 459
1 3608 -14544 -1076 1863 -214 326
1 4288 -14224 -3176 3113 96 -1892
1 2152 -14260 -3384 1091 -2038 722
1 1720 -15464 -908 3550 -1362 -61
1 -2932 -20112 908 650 374 -219
1 4656 -14096 984 282 -1022 1340
1 -1044 -19052 -780 76 958 70
1 964 -15068 -2120 2847 -1742 1719
1 384 -15364 1136 2529 -1769 3055
1 440 -15488 1032 2824 -904 -3785
1 -936 -18104 1020 721 47 -2003
1 196 -16460 860 1700 -1080 3128
1 1368 -15296 3216 3283 -1211 -469
1 1356 -16624 -176 -1928 1366 -2287
1 604 -16360 1436 -1691 -162 1887
1 1596 -13912 516 -4099 912 -1284
1 1664 -14676 600 -2534 308 219
1 1828 -14304 -540 -9706 3167 -1309
1 1260 -15220 -2552 -16221 3503 -3446
1 872 -15196 -5080 -16471 3180 -1461
1 2060 -17172 -3612 -12828 4019 237
1 3436 -15028 -5432 -10482 3517 33
1 524 -15788 -6620 -10443 4151 -1380
1 1148 -14928 -9768 -13515 1108 1942
1 2172 -13212 -10420 -8879 4264 -640
1 2468 -13308 -9884 -9885 1081 -2319
1 1872 -13432 -10836 -11030 5395 -1425
1 3724 -11704 -14096 -6367 1853 330
1 2564 -12572 -10456 -5554 1785 672
1 3240 -11340 -13640 -6199 1297 1080
1 2576 -11932 -12188 -2032 2167 952
1 2832 -10844 -15028 -2213 214 1040
1 2808 -9260 -12732 -2578 1340 29
1 2824 -10860 -13012 -2648 -260 771
1 3284 -9160 -13988 -4122 577 -1316
1 2232 -8816 -13884 -6034 -318 -921
1 3024 -7004 -15804 -8832 -1520 91
1 1880 -7788 -11228 -7372 5703 910
1 4292 -4896 -16472 -7020 4778 162
1 1944 -7616 -13012 -5526 4833 -370
1 5532 -5504 -18488 -5446 1746 1169
1 3452 -6080 -19088 -6560 1596 -712
1 4124 -4472 -19464 -11752 -1859 373
1 3468 -2932 -16484 -10171 -1242 466
1 4388 -3380 -15816 -9874 -1963 385
1 3236 -2304 -17228 -7901 -870 511
1 3660 -1884 -15836 -4502 -524 1020
1 2912 -1844 -17372 -2026 337 -598
1 4992 784 -18760 -1203 -1394 407
1 1192 -2756 -17392 -1565 -1261 125
1 4304 -512 -17628 523 -3257 593
1 2920 -1520 -16176 -2012 2708 -3384
0 3576 -44 -18024 -409 406 185
0 3272 1176 -17412 -416 825 -4063
0 3228 420 -17800 -1566 -447 204
0 4276 1364 -17648 -3176 636 -157
0 2816 -212 -18960 -3388 46 307
0 3672 244 -17500 -3366 -265 1338
0 3444 1096 -17172 -2173 -930 -199
0 3452 1336 -16844 -2378 -729 377
0 3384 1496 -16904 -2073 58 -503
0 3584 1572 -17040 64 -578 -548
0 2692 2364 -17164 98 817 -713
0 3540 1264 -16784 1298 -581 -1016
0 2888 2128 -17364 -1278 -733 1765
0 3700 828 -17812 2364 -13 -896
0 3780 788 -18248 4147 -1540 -396
0 3032 -60 -18840 3779 -1299 -1077
0 2708 -1136 -15564 6369 -2369 -165
0 3596 -616 -17208 4149 -1485 -460
1 2088 -1972 -15372 5711 -897 -68
1 3772 -1804 -16360 8707 -920 -862
1 2620 -5160 -17416 12960 -596 -3209
1 3004 -6104 -17484 16817 -1076 -4640
1 2128 -8156 -16288 12463 -2306 -3060
1 2016 -8680 -14920 17408 -1572 -3925
1 2552 -10564 -12136 13102 -195 -1712
1 2884 -10308 -14696 12639 -1532 -1849
1 2268 -12160 -12072 11343 -1683 -1321
1 2256 -12840 -11652 10019 -979 566
1 3076 -13040 -9484 8937 -2368 -1728
1 2308 -14504 -8612 8754 -3002 25
1 2416 -13056 -9504 7144 -2431 -1471
1 1812 -15328 -6652 6331 -2068 -661
1 2436 -14392 -7980 6126 -2289 -675
1 1284 -16776 -4736 3889 -333 666
1 2668 -14756 -7308 7681 -2067 375
1 84 -16724 -4752 3237 -281 398
1 1580 -13552 -6724 6244 -3289 2116
1 928 -16824 -1700 3593 39 -501
1 3348 -15340 -5920 6855 -3222 2749
1 932 -17020 -1520 4455 -1986 87
1 3196 -12272 -6076 3750 -2922 1190
1 -1068 -17248 668 928 -295 -2610
1 336 -16324 -1240 3437 -2714 3770
1 4404 -12340 -3728 -746 -1739 728
1 2408 -14704 -1200 -2010 955 -3314
1 -2400 -20124 -744 -1848 -698 194
1 948 -15168 -3032 -581 -947 1922
1 748 -17548 1932 111 8 -550
1 1204 -15292 -5772 2289 -2155 -612
1 512 -15560 -272 1865 -1233 -137
1 -1188 -17992 -2116 -357 514 -1615
1 1892 -14036 -652 -1441 -450 1660
1 2988 -12792 -3156 3908 -1193 -3301
1 -4048 -20492 -572 -4447 1652 -1269
1 2368 -14136 -2224 -3750 764 1715
1 1372 -16408 -696 -6402 2221 -709
1 -1616 -18664 -2308 -1449 -267 1017
1 804 -14700 -3024 -4747 1603 612
1 408 -15772 -1620 -4432 2758 -1504
1 -320 -17644 -5368 2674 -1696 -591
1 -2680 -18640 -748 2091 -1691 5218
1 7244 -7348 -4660 3291 -2436 -463
1 -9512 -24732 -2452 -4851 5994 -3205
1 -1160 -18476 -3024 662 1146 3737
1 3880 -11176 -3240 -2533 884 -2509
1 -8540 -24888 1048 9340 -4048 2193
1 1596 -13868 -2168 -1896 556 2274
1 1832 -12352 -3956 -642 -373 -3761
1 -11696 -27300 4464 4508 -671 3321
1 3448 -11560 -3968 -4063 2306 1100
1 -188 -14304 -1532 -2501 1742 -4537
1 -4820 -22500 -3408 -6834 2425 182
1 -960 -14568 -2652 -9228 4756 -730
1 1780 -11520 -8656 -12605 2441 -1918
1 -3088 -20100 -5580 -7029 3130 -252
1 2276 -12736 -7016 -9664 3392 -452
1 1464 -17664 -5412 -12147 4604 -962
1 1476 -12668 -11776 -12562 4619 -410
1 -2012 -14424 -9908 -15807 4339 787
1 1992 -10100 -14956 -21770 5386 -1027
1 -608 -13196 -13340 -22664 3362 -857
1 1716 -7536 -15944 -23543 3715 421
1 1092 -8220 -14552 -18629 4190 966
1 3664 -3416 -15676 -11241 2920 1850
1 2008 -3524 -17932 -8952 3418 -2406
0 3164 -2672 -16996 -7916 2467 -1050
0 4124 -1224 -16676 -4890 123 162
0 3576 -1160 -17096 -4093 157 1061
0 4324 -1028 -17648 -3574 400 -75
0 3268 -700 -18748 -3474 43 840
0 4036 52 -17284 -2487 -228 519
0 4516 1132 -16892 -2371 -132 1167
0 2116 228 -17836 -1809 -419 1004
0 4476 872 -16964 -34 -1181 2830
0 3704 1216 -17344 -1920 -24 422
0 2844 556 -17452 399 -1476 -1238
0 2952 252 -17680 -2148 -198 -214
0 2472 72 -17340 -2033 -380 -63
0 2584 676 -16892 -3845 624 992
0 4276 1272 -16752 -1219 -822 -447
0 1692 208 -18604 1021 -2094 1032
0 2760 1620 -16924 2805 -1569 -373
0 3156 1476 -16484 183 274 677
0 2984 548 -18352 3310 -1033 -1582
0 2436 -624 -16332 1484 -760 -48
0 2632 -76 -18936 -105 802 -697
0 2536 -908 -16440 528 444 1740
0 3568 -76 -17660 -244 1072 1363
0 2788 -868 -16304 357 1813 861
0 3696 -504 -17336 -1302 2666 2111
0 3572 12 -19348 7809 -1294 -3170
0 1760 -2220 -17268 7297 -2284 -1652
0 2256 -2828 -18296 9597 -4979 -5773
0 3204 -3376 -16980 14125 -8692 -6494
0 112 -8392 -17148 14740 -7634 -8381
0 4672 -4044 -16228 12193 -3836 -4498
0 916 -7560 -16616 12258 -2689 -7134
0 496 -10352 -13960 12427 -2258 -6482
0 1476 -9420 -15736 3267 -1470 -3142
0 2536 -10840 -10772 7127 -2728 -2887
0 1392 -9312 -16908 6669 -3696 -861
0 660 -12436 -10616 -1053 -387 -1543
0 1624 -10320 -15084 -7976 -699 3094
0 1604 -10244 -13060 -18482 6301 2159
0 1104 -9496 -15108 -21661 5435 7010
0 940 -7112 -17700 -20808 5840 6034
0 3696 -3668 -15848 -19941 5646 7134
0 2460 -2160 -17552 -17431 1571 7828
0 2212 -20 -16332 -13289 1480 5050
0 2700 536 -16004 -7862 -473 3463
0 1780 1016 -15816 -8160 -1195 4917
0 1612 1584 -16412 -6111 1689 697
0 4916 3952 -19400 -1336 2982 -1517
0 1968 2348 -18088 -7683 13893 -2488
0 5224 4716 -17556 -3340 6654 -1894
0 3684 2336 -14088 -1410 5948 -939
0 7208 5828 -17008 -4097 9608 -1591
0 6288 4248 -12400 326 3924 206
0 8356 5208 -16244 -4680 11527 -3208
0 6004 3332 -13912 5689 2126 -1479
0 12080 7452 -17212 -4451 7875 -4109
0 5428 3056 -13756 4374 1327 -2322
0 12164 6384 -16416 -6875 12279 -5770
0 8872 6240 -16420 3067 -5185 279
0 7848 4400 -12140 -6799 7792 -5119
0 11892 7820 -12900 2712 -3970 210
0 9672 5704 -13944 498 -964 -618
0 11204 6036 -12748 508 -2523 179
0 9544 5276 -12680 2180 -2156 -111
0 6852 1532 -12436 14197 -9777 1973
0 7988 2892 -16708 21879 -17130 7564
0 8160 1600 -18312 16177 -7359 -335
0 4948 -3416 -16368 18960 -8184 -1580
0 3868 -3432 -17636 13494 -1214 -1897
0 6736 -3768 -16328 10588 -599 -2564
0 2260 -6520 -18524 6699 5280 -6313
0 5564 -6908 -15304 13251 -3538 -2538
0 6532 -6704 -15580 10489 6 -5740
0 5392 -9180 -14224 11154 -2373 -4330
0 5268 -8848 -14076 11926 161 -4748
0 5592 -10208 -14332 9430 -2712 -2795
0 6536 -10264 -12944 7942 -2437 -1852
0 5472 -11456 -12132 5372 -4223 -998
0 4572 -11980 -13196 3823 -5403 1169
0 2672 -10520 -14224 -2088 -8206 3991
0 5928 -10272 -9192 -7497 -4233 4487
0 3140 -11232 -13364 -7334 -4056 2561
0 3796 -11036 -14304 -14512 -2909 10384
0 2604 -8820 -16580 -20413 -796 8321
0 -92 -7604 -15692 -16857 -8 6980
0 1564 -6420 -13572 -14098 -813 7906
0 -2436 -4436 -18764 -13829 1089 8890
0 2348 -2428 -14768 -10295 -2056 8415
0 -1528 -1320 -18168 -12028 194 5102
0 196 48 -16688 -4907 -2608 2808
0 228 752 -17012 -10786 22 3425
0 -2112 1652 -18056 -5891 565 2125
0 1324 2848 -15720 -8817 2906 1933
0 928 4920 -19836 -7033 5807 189
0 564 2236 -13780 -4361 9255 -19
0 220 2616 -16652 -1521 13176 2226
0 5348 1908 -12260 9094 15417 1345
0 6456 4532 -22028 8866 8909 -5672
0 6568 4456 -18508 6829 -635 -1154
0 5264 1840 -15152 -774 6409 -5957
0 7944 3216 -17776 3196 -2528 -41
0 8104 2548 -15916 1518 2690 -3757
0 9604 4048 -18268 -27 2165 -5991
0 4120 -1444 -13336 -1648 8692 -6211
0 5852 2128 -16052 9388 -2035 -1372
0 6396 -484 -14012 -2369 10117 -5815
0 10600 3056 -15480 1657 5635 -3381
0 4628 -2252 -14108 3165 4117 231
0 15296 5108 -16380 -1723 7159 1327
0 6616 -2000 -15012 2907 631 1380
0 14036 3536 -16788 -1023 -229 129
0 6996 -2732 -15164 3803 -7088 4004
0 10196 152 -18980 10040 -16730 9409
0 7820 -828 -19016 2342 -13764 8757
0 6796 -1004 -14816 -771 -19275 8414
0 2424 -2012 -16980 -6549 -12775 6875
0 4824 -556 -15324 -4852 -8950 4330
0 -1540 -3928 -16256 -4968 -12628 6670
0 -2172 648 -23400 -6751 -7919 6250
0 -1468 -1140 -13368 -939 -6045 3606
0 -1544 -264 -16172 -4093 -7956 7052
0 -3656 272 -16656 -747 -1403 2610
0 -220 2476 -16680 -1496 -1968 2726
0 -4176 528 -16700 1037 3773 -1985
0 748 1688 -16068 3003 8636 -3141
0 -2700 -172 -17696 7085 7673 -7426
0 -272 -1512 -18884 10140 11156 -7205
0 -36 -1004 -24076 4089 12568 -9964
0 3172 -2696 -14852 1580 5609 -5127
0 2092 -1696 -20708 -483 1048 -4852
0 5332 -864 -14536 -3326 479 -1121
0 2460 -2600 -15672 -1445 -263 -1248
0 3644 -1396 -17552 4418 -2129 -2609
0 2824 -3992 -16600 4629 -1762 -2499
0 1672 -3544 -19600 6281 -2785 -3225
0 1856 -4932 -16264 4576 -1142 -2882
0 568 -4620 -18816 4343 -1712 -2409
0 3016 -4460 -15444 3910 -366 -2540
0 2136 -5492 -16336 4199 -1658 -1573
1 4208 -5584 -14868 4160 1006 -2713
1 2580 -5920 -16260 3223 -801 -1082
1 2360 -7020 -16512 4227 657 -1081
1 1072 -9000 -16260 7772 173 -506
1 2564 -8912 -15580 8787 -366 -447
1 1340 -9192 -15244 10228 -739 730
1 3572 -9564 -14580 8934 -2067 -1636
1 292 -10504 -13260 12586 -1683 -439
1 3160 -12392 -11680 11028 4309 -1903
1 3760 -13416 -11228 11637 -3257 623
1 2268 -13276 -11560 8306 -300 -2474
1 1400 -14320 -9696 10285 -3470 429
1 2216 -13556 -8996 6298 388 -775
1 1868 -15104 -6536 5307 -2381 -47
1 2340 -14252 -7564 6475 -2489 -5
1 2692 -15484 -4864 5239 -1666 247
1 3748 -14456 -6576 4881 31 281
1 1780 -15304 -5584 3881 -1713 -152
1 900 -16964 -2892 4683 -601 608
1 3404 -15600 -5440 4264 -1984 1112
1 -524 -18456 -3216 6176 -3626 2764
1 1736 -14948 -3980 2479 -3819 3076
1 -3128 -17876 1912 6271 -3338 1819
1 3304 -14848 -4612 72 574 2223
1 -1468 -16672 -1644 -160 768 531
1 2256 -14724 -880 -1230 1248 -1411
1 -2032 -17844 -5316 13413 -9467 7991
1 2168 -14008 -500 -1565 -1321 -1084
1 -1544 -15484 -2252 4468 -3422 1430
1 -1120 -15864 -260 1097 -1886 1391
1 -1904 -17928 4584 1979 -239 -649
1 3644 -14276 -4496 742 -753 1504
1 -1360 -16600 1284 -4430 1473 -2748
1 1572 -13180 -1552 -6010 3121 -3549
1 -5684 -20768 1224 -6098 5519 -2358
1 848 -14844 -2760 -5851 1884 237
1 1052 -14516 -1944 -11664 5820 -3130
1 1732 -14948 -4784 -19438 5978 -2443
1 -1060 -14352 -7972 -20693 7828 -1919
1 1472 -14208 -9012 -24577 6058 -2031
1 1308 -14088 -12980 -25821 10213 134
0 4016 -11064 -14704 -24489 5932 -284
0 400 -10360 -14752 -21145 8127 1648
0 5424 -6764 -16896 -18718 1510 3980
0 1968 -5944 -15784 -11960 967 4132
0 5784 -3264 -16572 -11890 373 4041
0 3660 -3792 -18612 -10954 3458 -1
0 4960 -1904 -15364 -7074 -342 2258
0 3000 -1720 -18564 -2775 -397 396
0 2932 -1960 -16584 -888 -1559 1697
0 2652 -224 -18512 -1441 -1039 891
0 3992 -232 -15464 -3227 1 1282
0 3068 -436 -17604 -5056 858 626
0 4188 724 -17688 -3884 -430 -1084
0 4112 1392 -17876 -4584 2011 -2167
0 1792 -536 -16400 212 -432 -1379
0 3792 812 -18160 -169 -567 400
0 3472 448 -18996 144 -1 -231
0 3796 976 -17472 1048 -1336 -356
0 3484 656 -17820 684 137 -1545
0 4336 164 -16576 1455 -1783 -352
0 2540 -376 -17976 1845 -1009 -1639
0 3752 -144 -17272 2926 -1531 -923
0 2508 -984 -18132 2841 -1298 -166
1 2740 -552 -17308 6259 -3996 2272
1 3556 -2484 -16400 8939 -837 -1594
1 2340 -3420 -18704 14704 -3535 -2301
1 1772 -6320 -16112 16955 1129 -6101
1 2888 -6832 -16392 14116 -1835 -2758
1 2292 -8940 -17508 13506 -1546 -5822
1 2472 -9576 -15344 14404 -5211 -2885
1 2236 -10116 -11924 11551 -1795 -4026
1 1884 -11164 -14892 11416 -4200 -2498
1 3400 -13112 -10168 11087 -1700 -1223
1 1824 -13376 -11340 8297 764 -516
1 3348 -13456 -9376 10507 -2288 -494
1 1684 -14880 -8588 10544 -1764 952
1 4168 -13572 -8184 11066 -3261 -1634
1 424 -15672 -5460 12399 -1239 -3301
1 1852 -15944 -3996 8544 -1226 1238
1 2056 -15760 -5020 9055 -1771 1509
1 4416 -14068 -4228 6237 -4003 -65
1 808 -16800 -1360 4163 -1869 -1241
1 2268 -15892 -1604 1433 161 -40
1 -268 -17308 -1724 2915 -1133 1398
1 3016 -16332 312 -808 249 -655
1 1544 -15460 -1520 1295 -780 -304
1 1280 -17012 -656 4257 -2146 993
1 1080 -15880 -1252 -2002 1119 -656
1 2392 -14708 -172 -237 -646 -360
1 -200 -18892 20 638 -351 -1080
1 656 -17380 -792 -588 -342 2693
1 2892 -13544 500 957 -923 719
1 2592 -16656 -2376 3800 -2365 -575
1 564 -17016 -660 52 -2397 1667
1 2328 -12940 1612 6465 -4058 159
1 -1364 -18952 -756 -2350 2618 -2954
1 2816 -14232 80 -1910 -1497 3143
1 2024 -12860 120 -6838 3145 -2399
1 684 -15124 -1736 -7210 3491 -2152
1 3588 -14712 -2740 -13655 4793 -408
1 836 -14908 -5264 -15046 3731 -1707
1 2516 -17524 -3940 -17348 6097 489
1 404 -15204 -9176 -16649 2719 -262
1 876 -14396 -8672 -16198 5339 345
1 2260 -14836 -9400 -15684 3582 2711
1 1068 -12180 -12960 -16870 3205 1418
1 2000 -9296 -13804 -19636 8831 1897
1 5392 -10292 -9328 -22485 3856 4820
1 1832 -6856 -17052 -20098 6479 4005
1 5352 -6476 -16944 -16580 -3115 3068
1 2832 -4524 -16936 -9618 -2637 2095
1 3612 -4152 -15984 -8130 -2725 757
1 3040 -1716 -17788 -4824 2935 -3144
0 2636 -2448 -16540 -2589 1452 -3302
0 2664 -1380 -18056 -3238 -580 -195
0 3920 -860 -17588 -2374 17 -248
0 2676 -976 -17684 -5189 -69 1502
0 2872 -140 -17516 -3216 -388 711
0 1528 -1196 -17536 -4866 -1523 3051
0 1600 928 -19400 -2340 -2592 1839
0 1592 416 -14232 -4784 -2414 2324
0 1608 1312 -17492 -3156 -1347 789
0 1980 1256 -17004 -1295 -674 1456
0 2168 1720 -18048 -839 1567 -1168
0 2664 1564 -18868 -2768 -1471 -417
0 1192 2052 -19904 -7018 -2635 -589
0 776 5712 -26264 -13496 -6140 153
0 -1832 3696 -16620 -9733 -3381 1266
0 408 5052 -11344 -4006 -7939 2475
0 -292 5264 -13624 -286 -13180 551
0 -6168 3696 -18020 1047 -12756 -2336
0 1356 6396 -13740 331 -2314 -2311
0 -6728 1864 -18176 5684 -12527 2591
0 -4968 4112 -17268 648 115 -2255
0 -2184 4944 -15312 2654 -5603 -1263
0 -5432 2084 -14276 2083 -1627 -3103
0 -2900 4248 -14612 -2016 7445 -362
0 -3768 3272 -16308 -1864 16792 -2765
0 -876 5580 -19044 -8434 22279 -5006
0 -4396 1916 -20396 -6766 20892 -6008
0 2624 3176 -10592 -7160 26680 -2454
0 3668 5888 -17416 -10310 9265 4232
0 9628 8020 -11216 -13285 19764 846
0 10712 8048 -12364 -8016 -7 4687
0 7920 8124 -13012 -4563 3651 1830
0 9440 8112 -11324 2212 -6024 3182
0 7420 8332 -13852 -1684 -839 -189
0 6656 6568 -12716 11420 -12410 704
0 8400 6848 -13616 14794 -8701 -994
0 4072 3640 -17304 21258 -13419 -603
0 6204 5008 -19668 15265 -10608 -3557
0 1844 800 -16380 11852 -7851 -4495
0 1340 96 -17768 14200 -11229 -3424
0 836 -1212 -16272 11972 -5746 -4523
0 872 -2812 -16200 10904 -6701 -4206
0 500 -4360 -16624 10684 -3423 -4853
0 676 -5140 -14564 7688 -3859 -1904
0 -460 -4964 -20180 2493 -3204 -834
0 2832 -4320 -15572 -676 -4221 -1087
0 -76 -6396 -15092 -7662 1328 1080
0 1200 -4368 -15396 -8716 1221 2284
0 -2576 -6108 -15992 -16897 11491 2370
0 -176 -4416 -16800 -9955 3815 4083
0 -2912 -2700 -17160 -12397 10045 4688
0 -3800 264 -16860 -5209 5066 4592
0 2872 4048 -21196 -884 1268 4987
0 7076 4032 -19800 1962 527 -1606
0 7972 1404 -15912 5750 -4093 -5322
0 4864 -1676 -15456 4158 -5300 -8459
0 592 -3264 -14984 4098 -1682 -8746
0 -1540 -3232 -15840 31 1677 -2412
0 2000 588 -19384 644 -1060 1510
0 -2260 -1152 -19328 -111 -4367 5302
0 2252 428 -16212 1158 -2711 3413
0 -392 -1268 -17436 -645 -8437 4795
0 -3876 -2788 -18480 -3369 -3325 4359
0 1404 628 -17828 -1524 -3989 4248
1 -2288 -1432 -15636 -923 -4214 4552
1 -1108 -460 -16540 118 -7468 3195
1 -3232 -2416 -16376 1172 -6921 323
1 -5128 -1996 -16428 1800 -4880 677
1 -6116 -2940 -16620 448 -2278 1461
1 -2156 36 -17208 2069 -4508 373
1 -7172 -2788 -15852 118 -3787 1131
1 -5932 176 -17324 -187 -4543 -1029
1 -4944 -340 -14396 1487 -6697 -3093
1 -7420 -1504 -15728 2125 -8352 -1686
1 -7500 -2256 -16588 155 -5138 -3140
1 -6880 -1404 -14492 2694 -10217 -3594
1 -11296 -4168 -13896 1610 -8449 -4095
1 -7612 -1896 -12724 153 -7193 -4167
1 -12464 -6132 -11912 1425 -9353 -1919
1 -12264 -4804 -11556 1099 -9674 -580
1 -9772 -3452 -10004 2718 -8104 -1088
1 -14104 -5892 -10252 3550 -8510 813
1 -7432 -1560 -6884 2447 -5157 -918
1 -14128 -4860 -8420 2752 -6922 169
1 -14524 -5348 -7420 2545 -4708 -662
1 -11320 -3944 -6440 3471 -8061 -557
1 -13908 -4504 -5832 -910 5514 -181
1 -10172 -2424 -8352 1600 -6059 -1588
1 -16880 -6616 -5656 1506 -4826 1142
1 -12156 -3352 -9236 1066 -5439 -1434
1 -16960 -7400 -3108 1047 -7569 1993
